FID,Animal,Count,Bearing,Distance,NObservers,Vehicle,Day,Month,Year,Territory,StartingTi,Time,CarNorthin,CarEasting,AdjNorthin,AdjEasting,AccurateCo,FirstDetec,Sample_ID,Site_ID,DSclass
514,BatEaredFox,3,89,49,1,Maruti,25,11,2013,South,6:23,10:05,9840938.772,727754.9152,9840939.627,727803.9077,1,1,13,13,1
515,Lion,2,223,240,2,Maruti,26,11,2013,South,6:25,6:46,9845334.361,724605.6458,9845158.836,724441.9662,1,1,13,10,4
516,BandedMongoose,4,51,24,2,Maruti,26,11,2013,South,6:25,7:03,9844381.799,725551.0372,9844396.903,725569.6887,0,1,13,10,1
517,BatEaredFox,3,292,32,2,Maruti,26,11,2013,South,6:25,7:45,9844056.621,725964.5884,9844068.609,725934.9185,1,1,13,11,1
518,BatEaredFox,2,92,95,2,Maruti,26,11,2013,South,6:25,8:14,9842621.441,726926.4971,9842618.125,727021.4392,1,1,13,11,1
519,BandedMongoose,15,349,57,2,Maruti,26,11,2013,South,6:25,9:11,9841837.333,727624.2863,9841893.286,727613.4102,1,1,13,12,2
520,Hyena,1,75,200,2,Maruti,26,11,2013,South,6:25,10:43,9840399.306,724962.0348,9840451.07,725155.2199,1,1,13,9,4
521,Hyena,2,0,0,2,Maruti,27,11,2013,South,6:23,6:23,9842595.027,726099.3106,9842595.027,726099.3106,1,0,13,11,1
522,BatEaredFox,2,131,20,2,Maruti,27,11,2013,South,6:23,6:32,9842620.684,726985.8076,9842607.563,727000.9018,1,1,13,11,1
523,BlackBackedJackal,2,24,103,2,Maruti,27,11,2013,South,6:23,6:33,9842636.419,727044.6661,9842730.515,727086.56,1,1,13,11,2
524,Hyena,2,101,75,2,Maruti,27,11,2013,South,6:23,6:34,9842654.044,727158.7512,9842639.733,727232.3732,1,1,13,11,1
525,Hyena,1,317,75,2,Maruti,27,11,2013,South,6:23,6:35,9842656.138,727160.0033,9842710.989,727108.8534,1,1,13,11,2
526,BlackBackedJackal,2,184,219,2,Maruti,27,11,2013,South,6:23,6:47,9842279.171,728473.1776,9842060.704,728457.9009,1,1,13,12,2
527,BlackBackedJackal,6,318,228,2,Maruti,27,11,2013,South,6:23,7:25,9842413.96,726589.4338,9842583.397,726436.8721,1,1,13,12,3
528,Hyena,1,90,319,2,Maruti,27,11,2013,South,6:23,7:45,9841854.26,725840.7011,9841854.26,726159.7011,1,1,13,12,2
529,Serval,1,327,95,2,Maruti,27,11,2013,South,6:23,9:53,9841577.704,725295.5596,9841657.378,725243.8189,1,1,13,10,2
530,Hyena,1,161,68.5,1,Maruti,27,12,2013,South,6:31,6:55,9842463.271,724310.6883,9842398.503,724332.9897,1,1,14,9,1
531,Hyena,1,185,136.5,1,Maruti,27,12,2013,South,6:31,7:03,9840966.935,724874.3711,9840830.955,724862.4743,1,1,14,9,2
532,Hyena,3,41,119,1,Maruti,27,12,2013,South,6:31,7:06,9841152.747,725119.2774,9841242.558,725197.3485,1,1,14,10,1
533,Lion,4,232,74,1,Maruti,27,12,2013,South,6:31,8:57,9842441.805,728524.8622,9842396.246,728466.5494,1,1,14,12,2
534,Hyena,10,25,452,1,Maruti,27,12,2013,South,6:31,10:22,9837962.83,724380.5391,9838372.481,724571.5625,1,1,14,13,3
535,Hyena,3,283,353,1,Maruti,28,12,2013,South,6:28,6:46,9845313.463,724587.481,9845392.871,724243.5283,1,1,14,10,7
536,BlackBackedJackal,2,138,95,1,Maruti,28,12,2013,South,6:28,6:54,9844938.575,724581.3362,9844867.976,724644.9036,1,1,14,10,1
537,Hyena,1,242,304.5,1,Maruti,28,12,2013,South,6:28,7:34,9844003.943,726584.6841,9843860.988,726315.8266,1,1,14,11,3
538,Hyena,5,177,276,1,Maruti,28,12,2013,South,6:28,7:48,9844273.237,725172.7501,9843997.616,725187.1948,1,1,14,11,1
539,Hyena,1,42,90.5,1,Maruti,28,12,2013,South,6:28,7:58,9842587.211,726184.8506,9842654.466,726245.4069,1,1,14,11,2
540,Lion,3,153,493,1,Maruti,28,12,2013,South,6:28,8:15,9842157.874,728381.1116,9841718.607,728604.929,1,1,14,12,2
541,BatEaredFox,3,37,113,1,Maruti,28,12,2013,South,6:28,8:42,9842408.817,726597.3506,9842499.063,726665.3556,1,1,14,12,3
542,Hyena,1,54,123,1,Maruti,28,12,2013,South,6:28,9:39,9838337.269,724463.2202,9838409.566,724562.7293,1,1,14,13,3
543,BandedMongoose,5,276,60,1,Maruti,28,12,2013,South,6:28,9:54,9840194.879,723924.1887,9840201.151,723864.5173,1,1,14,9,1
544,Hyena,3,32,123,1,Maruti,28,12,2013,South,6:28,10:14,9841149.181,725116.3167,9841253.491,725181.4967,1,1,14,10,1
545,Hyena,1,316,102.5,1,Maruti,29,12,2013,South,6:50,7:14,9841124.251,728793.9659,9841197.983,728722.7635,1,1,14,12,2
546,Hyena,1,322,131.5,1,Maruti,29,12,2013,South,6:50,7:22,9841151.82,728383.383,9841255.444,728302.4236,1,1,14,12,1
547,Hyena,1,133,14,1,Maruti,29,12,2013,South,6:50,7:42,9842224.841,725056.8639,9842215.293,725067.1029,1,1,14,10,1
548,Hyena,1,102,114,1,Maruti,29,12,2013,South,6:50,7:43,9842199.083,725062.0847,9842175.381,725173.5935,1,1,14,10,2
549,Hyena,1,203,110,1,Maruti,29,12,2013,South,6:50,8:04,9840335.995,727773.304,9840234.739,727730.3236,1,1,14,13,2
550,BlackBackedJackal,1,324,85.5,1,Maruti,22,2,2014,South,6:50,7:51,9844551.845,723988.1377,9844621.016,723937.882,1,1,15,10,2
551,Hyena,1,298,123,1,Maruti,22,2,2014,South,6:50,8:15,9845672.778,725745.6515,9845730.523,725637.0489,1,1,15,11,1
552,BatEaredFox,2,359,59,1,Maruti,22,2,2014,South,6:50,8:36,9843982.603,726974.6073,9844041.594,726973.5777,1,1,15,11,2
553,Hyena,1,289,226,1,Maruti,22,2,2014,South,6:50,9:21,9841106.776,728732.269,9841180.354,728518.5818,1,1,15,12,3
554,Hyena,1,219,175,1,Maruti,22,2,2014,South,6:50,9:23,9840921.459,728616.6797,9840785.458,728506.5487,1,1,15,12,2
555,BandedMongoose,2,13,31,1,Maruti,22,2,2014,South,6:50,10:15,9838637.393,726606.8697,9838667.599,726613.8432,1,1,15,13,1
556,Hyena,1,153,142,2,Maruti,23,2,2014,South,6:42,8:52,9842248.588,725060.9526,9842122.065,725125.4193,1,1,15,10,1
557,BatEaredFox,4,48,23,2,Maruti,23,2,2014,South,6:42,9:08,9841356.655,727190.0387,9841372.045,727207.131,1,1,15,12,1
558,BatEaredFox,4,338,64.5,1,Maruti,24,2,2014,South,6:51,7:25,9841096.197,728393.4655,9841156,728369.3033,1,1,15,12,1
559,BlackBackedJackal,1,148,268.5,1,Maruti,24,2,2014,South,6:51,8:45,9837068.43,725722.2172,9836840.729,725864.5005,1,1,15,13,4
560,Serval,1,35,14,1,Maruti,24,2,2014,South,6:51,9:05,9840653.218,724997.6578,9840664.686,725005.6879,1,1,15,9,1
561,Hyena,2,152,388.5,1,Maruti,21,3,2014,South,6:35,7:40,9844434.28,725464.5093,9844091.255,725646.899,1,1,16,10,2
562,Hyena,3,39,103,1,Maruti,21,3,2014,South,6:35,7:54,9844973.434,726184.8205,9845053.48,726249.6405,1,1,16,11,1
563,Hyena,1,32,78,1,Maruti,21,3,2014,South,6:35,8:00,9844857.084,726980.6902,9844923.231,727022.0239,1,1,16,11,2
564,Hyena,1,272,115.5,1,Maruti,21,3,2014,South,6:35,8:10,9843982.604,726973.5158,9843986.635,726858.0862,1,1,16,11,1
565,Hyena,2,28,243,1,Maruti,21,3,2014,South,6:35,8:30,9842617.248,726918.7681,9842831.804,727032.8497,1,1,16,11,4
566,Hyena,3,245,46,1,Maruti,21,3,2014,South,6:35,8:50,9841109.435,728734.4173,9841089.994,728692.7271,1,1,16,12,1
567,Hyena,1,28,30.5,1,Maruti,21,3,2014,South,6:35,9:07,9842026.376,727146.9705,9842053.306,727161.2894,1,1,16,12,1
568,BandedMongoose,20,353,132,1,Maruti,21,3,2014,South,6:35,9:09,9842248.456,726754.6995,9842379.472,726738.6127,1,1,16,12,2
569,Lion,9,93,217,2,Maruti,22,3,2014,South,6:37,7:00,9845362.966,724847.3371,9845351.609,725064.0397,1,1,16,10,1
570,BatEaredFox,5,295,110,2,Maruti,22,3,2014,South,6:37,8:57,9841074.886,728391.4124,9841121.374,728291.7186,1,1,16,12,2
571,BandedMongoose,11,238,36,2,Maruti,22,3,2014,South,6:37,9:59,9838597.878,726724.4745,9838578.801,726693.9448,1,1,16,13,1
572,BlackBackedJackal,1,285,168,1,Maruti,23,3,2014,South,6:38,7:11,9841759.827,727713.226,9841803.308,727550.9505,1,1,16,12,2
573,BatEaredFox,3,106,11,1,Maruti,23,3,2014,South,6:38,7:42,9841173.698,727433.0902,9841170.666,727443.6641,1,1,16,13,1
